url,title,location,price,price_numeric,original_price,original_price_numeric,savings,property_type,building_size,land_size,electricity,floors,updated_date,posted_by,description,installment_info,specifications_text,spec_carport,spec_daya_listrik,spec_garasi,spec_jumlah_lantai,spec_kamar_mandi,spec_kamar_mandi_pembantu,spec_kamar_tidur,spec_kamar_tidur_pembantu,spec_kondisi_properti,spec_luas_bangunan,spec_luas_tanah,spec_sertifikat,building_size,description,electricity,floors,installment_info,land_size,location,original_price,original_price_numeric,posted_by,price,price_numeric,property_type,savings,title,updated_date,url
https://www.rumah123.com/properti/jakarta-barat/hos39078843/,Rumah 4 Lantai Cantik Furnish Blok Favorite Kavling Polri Jelambar Jakarta Barat,"Jelambar, Jakarta Barat","Rp 3,7 Miliar",3700000000.0,,,,Rumah,200,75,Lainnya,4,15 Mei 2025,JAQUALINE,"Rumah siap huni berikut furnish dalam komplek perumahan yang tenang, bebas banjir dan strategis.  
lokasi: Kavling Polri Jelambar, Jakarta Barat 
ceiling tinggi
shm | imb dan pbb lengkap
Uk 5x15 
4 lantai 
4+1KT 
4KM
air sumur dan pam
listrik 11.000watt
carport 1 mobil
row 2 mobil 
*Jual 3.7M* FURNISH (nego)
mau beli rumah sama Jaqualine y, wa ke 08170286xxx

video follow instagram: 
@jaqualine_property

jual • beli • sewa • kpr • investasi • join properti",Cicilan mulai Rp 19 Jutaan/bulan,kamar tidur: 5; kamar mandi: 4; luas tanah: 75 m²; luas bangunan: 200 m²; carport: 1; sertifikat: SHM; daya listrik: Lainnya; jumlah lantai: 4; kondisi properti: Bagus,1,Lainnya,,4,4,,5,,Bagus,200 m²,75 m²,SHM,200,"Rumah siap huni berikut furnish dalam komplek perumahan yang tenang, bebas banjir dan strategis.  
lokasi: Kavling Polri Jelambar, Jakarta Barat 
ceiling tinggi
shm | imb dan pbb lengkap
Uk 5x15 
4 lantai 
4+1KT 
4KM
air sumur dan pam
listrik 11.000watt
carport 1 mobil
row 2 mobil 
*Jual 3.7M* FURNISH (nego)
mau beli rumah sama Jaqualine y, wa ke 08170286xxx

video follow instagram: 
@jaqualine_property

jual • beli • sewa • kpr • investasi • join properti",Lainnya,4,Cicilan mulai Rp 19 Jutaan/bulan,75,"Jelambar, Jakarta Barat",,,JAQUALINE,"Rp 3,7 Miliar",3700000000.0,Rumah,,Rumah 4 Lantai Cantik Furnish Blok Favorite Kavling Polri Jelambar Jakarta Barat,15 Mei 2025,https://www.rumah123.com/properti/jakarta-barat/hos39078843/
https://www.rumah123.com/properti/jakarta-barat/hos19121235/,Dijual Rumah Citra 1 Extension,"Citra Garden, Jakarta Barat",Rp 2 Miliar,2000000000.0,,,,Rumah,180,160,Lainnya,2,15 Mei 2025,Steven B,"Dijual Rumah Citra 1 Ext
Lokasi dekat taman
Luas tanah: 160 M2, 8x 20 M
Luas bangunan: 180 M2
Kamar tidur: 3
Kamar mandi: 3
Sertifikat: hak milik",Cicilan mulai Rp 10 Jutaan/bulan,kamar tidur: 3; kamar mandi: 3; luas tanah: 160 m²; luas bangunan: 180 m²; carport: 1; sertifikat: SHM; daya listrik: Lainnya; jumlah lantai: 2; kondisi properti: Butuh Renovasi,1,Lainnya,,2,3,,3,,Butuh Renovasi,180 m²,160 m²,SHM,180,"Dijual Rumah Citra 1 Ext
Lokasi dekat taman
Luas tanah: 160 M2, 8x 20 M
Luas bangunan: 180 M2
Kamar tidur: 3
Kamar mandi: 3
Sertifikat: hak milik",Lainnya,2,Cicilan mulai Rp 10 Jutaan/bulan,160,"Citra Garden, Jakarta Barat",,,Steven B,Rp 2 Miliar,2000000000.0,Rumah,,Dijual Rumah Citra 1 Extension,15 Mei 2025,https://www.rumah123.com/properti/jakarta-barat/hos19121235/
https://www.rumah123.com/properti/jakarta-utara/hos38862891/,Rumah Mewah Di Griya Inti Sentosa Sunter,"Sunter, Jakarta Utara","Rp 8,8 Miliar",8800000000.0,Rp 9.8 M,9800000000.0,Rp 1000 Jutaan,Rumah,400,210,Lainnya,2,15 Mei 2025,Iskandar Ho,"Dijual Rumah di Griya Inti sentosa Sunter.
ukuran 12 x 17.5 ( 210 m2)
Rumah Bagus 
Mewah
Semi furnish
harga 8.8 M nego
Informasi Hub
iskandar Ho
0878 8005 0xxx
Membantu Menjual Properti",Cicilan mulai Rp 45 Jutaan/bulan,kamar tidur: 4; kamar mandi: 3; luas tanah: 210 m²; luas bangunan: 400 m²; carport: 1; sertifikat: SHM; daya listrik: Lainnya; jumlah lantai: 2; kondisi properti: Bagus,1,Lainnya,,2,3,,4,,Bagus,400 m²,210 m²,SHM,400,"Dijual Rumah di Griya Inti sentosa Sunter.
ukuran 12 x 17.5 ( 210 m2)
Rumah Bagus 
Mewah
Semi furnish
harga 8.8 M nego
Informasi Hub
iskandar Ho
0878 8005 0xxx
Membantu Menjual Properti",Lainnya,2,Cicilan mulai Rp 45 Jutaan/bulan,210,"Sunter, Jakarta Utara",Rp 9.8 M,9800000000.0,Iskandar Ho,"Rp 8,8 Miliar",8800000000.0,Rumah,Rp 1000 Jutaan,Rumah Mewah Di Griya Inti Sentosa Sunter,15 Mei 2025,https://www.rumah123.com/properti/jakarta-utara/hos38862891/
https://www.rumah123.com/properti/jakarta-barat/hos18816432/,Rumah Hoek 2 Lantai Taman Permata Buana Luas Tanah 294m2,"Permata Buana, Jakarta Barat","Rp 7,7 Miliar",7700000000.0,,,,Rumah,300,294,2200 Watt,2,15 Mei 2025,Frisca,"Rumah dijual Taman Permata Buana
Kembangan, Jakarta Barat

Luas tanah 294m2 (15m x 20m)
Luas bangunan 300 m2
Kamar Tidur 3 + 1
Kamar Mandi 3 + 1
Rumah 2 lantai
Carport 2
Air PAM
Listrik 2200 Watt
Hadap Timur Selatan
Sertifikat SHM on hand

Untuk Informasi dan Survey Hubungi
Frisca 081388873xxx

✅ Agen properti spesialis Permata Buana Jakarta Barat
✅ Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
✅ Konsultasi harga pasar bersama Tim ahli dari INTERPRO
✅ Bonus foto profesional untuk properti anda (gratis) dari tim INTERPRO
✅ Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google “Interpro Properti”

Update Properti dan Informasi cek:
Instagram: @frisca.interpro @interproid",Cicilan mulai Rp 39 Jutaan/bulan,kamar tidur: 3; kamar mandi: 3; luas tanah: 294 m²; luas bangunan: 300 m²; carport: 2; sertifikat: SHM; daya listrik: 2200 Watt; kamar tidur pembantu: 1; kamar mandi pembantu: 1; garasi: 1; jumlah lantai: 2; kondisi properti: Bagus,2,2200 Watt,1,2,3,1,3,1,Bagus,300 m²,294 m²,SHM,300,"Rumah dijual Taman Permata Buana
Kembangan, Jakarta Barat

Luas tanah 294m2 (15m x 20m)
Luas bangunan 300 m2
Kamar Tidur 3 + 1
Kamar Mandi 3 + 1
Rumah 2 lantai
Carport 2
Air PAM
Listrik 2200 Watt
Hadap Timur Selatan
Sertifikat SHM on hand

Untuk Informasi dan Survey Hubungi
Frisca 081388873xxx

✅ Agen properti spesialis Permata Buana Jakarta Barat
✅ Menerima titip jual rumah. Kami proses dengan profesional dan maksimal.
✅ Konsultasi harga pasar bersama Tim ahli dari INTERPRO
✅ Bonus foto profesional untuk properti anda (gratis) dari tim INTERPRO
✅ Baca 5 star review ⭐⭐⭐⭐⭐ kami di Google “Interpro Properti”

Update Properti dan Informasi cek:
Instagram: @frisca.interpro @interproid",2200 Watt,2,Cicilan mulai Rp 39 Jutaan/bulan,294,"Permata Buana, Jakarta Barat",,,Frisca,"Rp 7,7 Miliar",7700000000.0,Rumah,,Rumah Hoek 2 Lantai Taman Permata Buana Luas Tanah 294m2,15 Mei 2025,https://www.rumah123.com/properti/jakarta-barat/hos18816432/
https://www.rumah123.com/properti/jakarta-barat/hos16528630/,Rumah Puri Indah Dekat Taman Hadap Utara Luas Tanah 140m2,"Puri Indah, Jakarta Barat","Rp 3,5 Miliar",3500000000.0,Rp 4 M,4000000000.0,Rp 500 Jutaan,Rumah,120,140,Lainnya,1,15 Mei 2025,Frisca,"Rumah Puri Indah dijual 1 Lantai - Dekat Taman - Hadap Utara

Luas tanah 140 m2
Ukuran 7 x 20
Luas Bangunan 120m2
Bangunan 1 lantai
Kamar tidur 2+1
Kamar mandi 1+1
Hadap Utara
Carport 1
Sertifikat Hak Milik (SHM)

Untuk informasi dan survey hubungi Frisca 0813 888 xxx 88
(Kosong delapan satu tiga, triple delapan, tujuh tiga tujuh, double delapan)
Agen properti spesialis daerah Puri Indah, Permata Buana, Puri Kencana, Intercon, Meruya, Kedoya, Jakarta Barat dan sekitarnya
Menerima titip jual properti daerah Jakarta Barat
Tersedia juga rumah Puri Indah dan kavling Puri Indah berbagai ukuran
Agen Properti Puri Indah
Agen Properti Jakarta Barat
Frisca Chou  6281388873xxx
(Kosong Delapan Satu Tiga, Triple Delapan, Tujuh Tiga Tujuh, Double Delapan)
Interpro Properti
Taman Permata Buana, Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen",Cicilan mulai Rp 18 Jutaan/bulan,kamar tidur: 2; kamar mandi: 1; luas tanah: 140 m²; luas bangunan: 120 m²; sertifikat: SHM; daya listrik: Lainnya; kamar tidur pembantu: 1; kamar mandi pembantu: 1; jumlah lantai: 1; kondisi properti: Bagus,,Lainnya,,1,1,1,2,1,Bagus,120 m²,140 m²,SHM,120,"Rumah Puri Indah dijual 1 Lantai - Dekat Taman - Hadap Utara

Luas tanah 140 m2
Ukuran 7 x 20
Luas Bangunan 120m2
Bangunan 1 lantai
Kamar tidur 2+1
Kamar mandi 1+1
Hadap Utara
Carport 1
Sertifikat Hak Milik (SHM)

Untuk informasi dan survey hubungi Frisca 0813 888 xxx 88
(Kosong delapan satu tiga, triple delapan, tujuh tiga tujuh, double delapan)
Agen properti spesialis daerah Puri Indah, Permata Buana, Puri Kencana, Intercon, Meruya, Kedoya, Jakarta Barat dan sekitarnya
Menerima titip jual properti daerah Jakarta Barat
Tersedia juga rumah Puri Indah dan kavling Puri Indah berbagai ukuran
Agen Properti Puri Indah
Agen Properti Jakarta Barat
Frisca Chou  6281388873xxx
(Kosong Delapan Satu Tiga, Triple Delapan, Tujuh Tiga Tujuh, Double Delapan)
Interpro Properti
Taman Permata Buana, Jakarta Barat
Rumah | Kavling | Ruko | Gudang | Apartemen",Lainnya,1,Cicilan mulai Rp 18 Jutaan/bulan,140,"Puri Indah, Jakarta Barat",Rp 4 M,4000000000.0,Frisca,"Rp 3,5 Miliar",3500000000.0,Rumah,Rp 500 Jutaan,Rumah Puri Indah Dekat Taman Hadap Utara Luas Tanah 140m2,15 Mei 2025,https://www.rumah123.com/properti/jakarta-barat/hos16528630/
https://www.rumah123.com/properti/jakarta-barat/hos19583582/,Rumah Di Tomang 2.5 Lantai 10x17 Shm Tenggara,"Tomang, Jakarta Barat","Rp 3,5 Miliar",3500000000.0,,,,Rumah,245,170,Lainnya,3,15 Mei 2025,Chandra Winata,"Dijual
Rumah di tomang 
Jakarta barat 
Luas 170 (10x17)
Bangunan 245
2.5 lantai
Kamar tidur 3+1
Kamar mandi 2+1
Tenggara
Jalan depan 2 mobil
SHM

Harga 3.5M nett",Cicilan mulai Rp 18 Jutaan/bulan,kamar tidur: 3; kamar mandi: 2; luas tanah: 170 m²; luas bangunan: 245 m²; carport: 1; sertifikat: SHM; daya listrik: Lainnya; kamar tidur pembantu: 1; kamar mandi pembantu: 1; garasi: 1; jumlah lantai: 3; kondisi properti: Bagus,1,Lainnya,1,3,2,1,3,1,Bagus,245 m²,170 m²,SHM,245,"Dijual
Rumah di tomang 
Jakarta barat 
Luas 170 (10x17)
Bangunan 245
2.5 lantai
Kamar tidur 3+1
Kamar mandi 2+1
Tenggara
Jalan depan 2 mobil
SHM

Harga 3.5M nett",Lainnya,3,Cicilan mulai Rp 18 Jutaan/bulan,170,"Tomang, Jakarta Barat",,,Chandra Winata,"Rp 3,5 Miliar",3500000000.0,Rumah,,Rumah Di Tomang 2.5 Lantai 10x17 Shm Tenggara,15 Mei 2025,https://www.rumah123.com/properti/jakarta-barat/hos19583582/
https://www.rumah123.com/properti/jakarta-utara/hos38899382/,Pik2 Huk Spesial Lt 11x15 Siap AJB Bisa Kpr Jual Cepat Harga Nego,"Pantai Indah Kapuk 2, Jakarta Utara",Rp 5 Miliar,5000000000.0,Rp 5.5 M,5500000000.0,Rp 501 Jutaan,Rumah,160,165,4400 Watt,2,15 Mei 2025,Surya Wong,"Jual Cepat Siap AJB Bisa Kpr Harga Nego sampai Deal
PIK2 Tahap 2 
Huk 11x15 
Bangunan 8x15
Sudah Siap AJB dan Bisa KPR

More info n survey 
Surya Wong Infinite PIK 
0812 9006 8xxx",Cicilan mulai Rp 25 Jutaan/bulan,kamar tidur: 3; kamar mandi: 3; luas tanah: 165 m²; luas bangunan: 160 m²; carport: 2; sertifikat: SHM; daya listrik: 4400 Watt; kamar tidur pembantu: 1; kamar mandi pembantu: 1; jumlah lantai: 2; kondisi properti: Bagus,2,4400 Watt,,2,3,1,3,1,Bagus,160 m²,165 m²,SHM,160,"Jual Cepat Siap AJB Bisa Kpr Harga Nego sampai Deal
PIK2 Tahap 2 
Huk 11x15 
Bangunan 8x15
Sudah Siap AJB dan Bisa KPR

More info n survey 
Surya Wong Infinite PIK 
0812 9006 8xxx",4400 Watt,2,Cicilan mulai Rp 25 Jutaan/bulan,165,"Pantai Indah Kapuk 2, Jakarta Utara",Rp 5.5 M,5500000000.0,Surya Wong,Rp 5 Miliar,5000000000.0,Rumah,Rp 501 Jutaan,Pik2 Huk Spesial Lt 11x15 Siap AJB Bisa Kpr Jual Cepat Harga Nego,15 Mei 2025,https://www.rumah123.com/properti/jakarta-utara/hos38899382/
https://www.rumah123.com/properti/jakarta-timur/hos18069878/,Rumah 2 Lantai Mewah Moderen Shm Di Pisangan Baru Jakarta Timur,"Matraman, Jakarta Timur","Rp 1,17 Miliar",1170000000.0,Rp 1.3 M,1300000000.0,Rp 170 Jutaan,Rumah,97,53,2200 Watt,2,15 Mei 2025,Unayah,"Sebuah Hunian yang mewah dan keren di Pisangan Baru Jakarta Timur.Akses Mobil Mempunyai nilai investasi tinggi dan lokasi yang strategis,cocok untuk anda yang sedang mencari rumah idaman keluarga bisa menghemat waktu kerja,lingkungan yang nyaman dan aman,tidak  banjir.

Selling point

Dekat dengan Stasiun Jati Negara
Dekat dengan Kantor kelurahan Pisangan Baru
Dekat dengan Kantor bea Cukai
Dekat dengan Pintu tol jln Ahmad yani
Dekat dengan Pasar Jangkrik
Dekat dengan Matraman
Dekat dengan SMA Negri 31
Deket dengan Pasar Pramuka
Dekat dengan Alfamart dan Indomart

Sepesifikasi

Bangunan 2 Lantai,struktur beton bertulang
Pondasi plat beton& Cakar ayam untuk 2 Lantai
Dinding doubl hebbel& Bata merah
Lantai granite dan Plafon hollow Gypsum
Rangka atap baja ringan & Genteng Multy roof
Pintu & Jendela Aluminium
Kusen Pintu Baja/ Kayu/ U-PVC
Klosed duduk American Standart
Kamar mandi Menggunakan shower
Lampu LED

Ayo Segera  di Booking!!!
Boleh Janjian Survey
Marketing properti
UNAYAH",Cicilan mulai Rp 6 Jutaan/bulan,kamar tidur: 3; kamar mandi: 3; luas tanah: 53 m²; luas bangunan: 97 m²; carport: 1; sertifikat: SHM; daya listrik: 2200 Watt; garasi: 1; jumlah lantai: 2; kondisi properti: Bagus,1,2200 Watt,1,2,3,,3,,Bagus,97 m²,53 m²,SHM,97,"Sebuah Hunian yang mewah dan keren di Pisangan Baru Jakarta Timur.Akses Mobil Mempunyai nilai investasi tinggi dan lokasi yang strategis,cocok untuk anda yang sedang mencari rumah idaman keluarga bisa menghemat waktu kerja,lingkungan yang nyaman dan aman,tidak  banjir.

Selling point

Dekat dengan Stasiun Jati Negara
Dekat dengan Kantor kelurahan Pisangan Baru
Dekat dengan Kantor bea Cukai
Dekat dengan Pintu tol jln Ahmad yani
Dekat dengan Pasar Jangkrik
Dekat dengan Matraman
Dekat dengan SMA Negri 31
Deket dengan Pasar Pramuka
Dekat dengan Alfamart dan Indomart

Sepesifikasi

Bangunan 2 Lantai,struktur beton bertulang
Pondasi plat beton& Cakar ayam untuk 2 Lantai
Dinding doubl hebbel& Bata merah
Lantai granite dan Plafon hollow Gypsum
Rangka atap baja ringan & Genteng Multy roof
Pintu & Jendela Aluminium
Kusen Pintu Baja/ Kayu/ U-PVC
Klosed duduk American Standart
Kamar mandi Menggunakan shower
Lampu LED

Ayo Segera  di Booking!!!
Boleh Janjian Survey
Marketing properti
UNAYAH",2200 Watt,2,Cicilan mulai Rp 6 Jutaan/bulan,53,"Matraman, Jakarta Timur",Rp 1.3 M,1300000000.0,Unayah,"Rp 1,17 Miliar",1170000000.0,Rumah,Rp 170 Jutaan,Rumah 2 Lantai Mewah Moderen Shm Di Pisangan Baru Jakarta Timur,15 Mei 2025,https://www.rumah123.com/properti/jakarta-timur/hos18069878/
https://www.rumah123.com/properti/jakarta-pusat/hos17549603/,Di   Rumah  Strategis 2 Lantai Di Daerah Gunung Sahari Jakarta Pusat,"Gunung Sahari, Jakarta Pusat",Rp 553 Juta,553000000.0,,,,Rumah,43,21,2200 Watt,2,15 Mei 2025,Unayah,"Sebuah hunian yang mewah dan keren di gunung sahari jakarta pusat..harga murah dan mempunyai nilai investasi tinggi..lokasi strategis.

Selling point
Dekat stasiun Rajawali
Dekat PRJ Kemayoran
Dekat Mall Mangga dua square
Dekat Ancol
Dekat ITC Mangga dua
Dekat RS Husada
Dekat Perkantoran
Dekat Pertokoan

Spesifikasi
Bangunan 2 lantai ,struktur Beton Bertulang Pondasi Plat Beton & Cakar Ayam untuk 2 lantai
Dinding Doubel hebbel & bata merah
Lantai Granite dan Plapon Hollow Gypsum
Rangka atap Baja Ringan & Genteng Multi Roof
Pintu & Jendela Alumium
Kusen Pintu Baja / kayu/U-PVC
Closet Duduk American Standart 
Kamar mandi menggunakan Shower 
Lampu LED

Unit terbatas boleh janjian survey

Segera hubungi marketing proferty 
UNAYAH",Cicilan mulai Rp 2 Jutaan/bulan,kamar tidur: 2; kamar mandi: 2; luas tanah: 21 m²; luas bangunan: 43 m²; sertifikat: SHM; daya listrik: 2200 Watt; jumlah lantai: 2; kondisi properti: Bagus,,2200 Watt,,2,2,,2,,Bagus,43 m²,21 m²,SHM,43,"Sebuah hunian yang mewah dan keren di gunung sahari jakarta pusat..harga murah dan mempunyai nilai investasi tinggi..lokasi strategis.

Selling point
Dekat stasiun Rajawali
Dekat PRJ Kemayoran
Dekat Mall Mangga dua square
Dekat Ancol
Dekat ITC Mangga dua
Dekat RS Husada
Dekat Perkantoran
Dekat Pertokoan

Spesifikasi
Bangunan 2 lantai ,struktur Beton Bertulang Pondasi Plat Beton & Cakar Ayam untuk 2 lantai
Dinding Doubel hebbel & bata merah
Lantai Granite dan Plapon Hollow Gypsum
Rangka atap Baja Ringan & Genteng Multi Roof
Pintu & Jendela Alumium
Kusen Pintu Baja / kayu/U-PVC
Closet Duduk American Standart 
Kamar mandi menggunakan Shower 
Lampu LED

Unit terbatas boleh janjian survey

Segera hubungi marketing proferty 
UNAYAH",2200 Watt,2,Cicilan mulai Rp 2 Jutaan/bulan,21,"Gunung Sahari, Jakarta Pusat",,,Unayah,Rp 553 Juta,553000000.0,Rumah,,Di   Rumah  Strategis 2 Lantai Di Daerah Gunung Sahari Jakarta Pusat,15 Mei 2025,https://www.rumah123.com/properti/jakarta-pusat/hos17549603/
https://www.rumah123.com/properti/jakarta-utara/hos16757307/,"SUPER SANGAT MURAHH .. DIJUAL CEPAT RUMAH PLUIT PUTRA , BANGUNAN BARU , MINIMALIS SIAP HUNI","Pluit, Jakarta Utara","Rp 3,5 Miliar",3500000000.0,,,,Rumah,225,100,Lainnya,3,15 Mei 2025,Lina Huang,"Di jual 
Rumah Cantik Pluit PUTRA 
Minimalis Siap huni RAPI.. 
ceiling tinggi.. 

3 Lantai
@uk 5 x20m2
3KT +1
Hadap Utara
SHM 
Hrg 3.5 M nepis
SANGAT MURAHH

Cluster favorit
Lokasi strategis",Cicilan mulai Rp 18 Jutaan/bulan,kamar tidur: 3; kamar mandi: 3; luas tanah: 100 m²; luas bangunan: 225 m²; sertifikat: SHM; daya listrik: Lainnya; kamar tidur pembantu: 1; kamar mandi pembantu: 1; jumlah lantai: 3; kondisi properti: Bagus,,Lainnya,,3,3,1,3,1,Bagus,225 m²,100 m²,SHM,225,"Di jual 
Rumah Cantik Pluit PUTRA 
Minimalis Siap huni RAPI.. 
ceiling tinggi.. 

3 Lantai
@uk 5 x20m2
3KT +1
Hadap Utara
SHM 
Hrg 3.5 M nepis
SANGAT MURAHH

Cluster favorit
Lokasi strategis",Lainnya,3,Cicilan mulai Rp 18 Jutaan/bulan,100,"Pluit, Jakarta Utara",,,Lina Huang,"Rp 3,5 Miliar",3500000000.0,Rumah,,"SUPER SANGAT MURAHH .. DIJUAL CEPAT RUMAH PLUIT PUTRA , BANGUNAN BARU , MINIMALIS SIAP HUNI",15 Mei 2025,https://www.rumah123.com/properti/jakarta-utara/hos16757307/
